sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
68.54,21.26,4.97,30.93,5.33,2.15,4.93,0.97,41.9,3.79,2.76,1.4,4.18,7.29,9.03,2.9,2.5,5.81,0.54,6.22,2.04,98.38,1.34,4.54,Normal
14.45,26.24,4.78,31.05,8.27,6.4,9.24,3.36,45.19,0.87,9.73,3.97,1.28,1.5,1.47,2.92,9.23,2.4,1.44,4.98,4.06,83.2,4.69,6.49,Sensitive
33.21,55.81,4.91,30.45,8.82,6.34,7.89,4.77,83.91,5.96,6.53,5.28,9.04,0.23,1.59,6.83,6.71,3.19,4.55,1.3,8.74,28.73,3.2,3.09,Sensitive
14.5,38.52,7.5,35.79,4.23,7.26,7.26,3.32,22.84,1.47,3.17,5.78,5.64,0.47,4.56,6.63,3.15,5.8,6.56,2.08,4.54,43.32,1.22,5.95,Normal
10.26,80.19,5.91,35.78,1.55,6.89,5.34,3.82,94.57,6.24,9.72,7.86,4.96,3.83,7.58,4.95,6.39,7.66,1.68,7.74,2.42,15.29,1.1,7.28,Sensitive
106.84,43.84,6.13,33.29,1.51,9.99,1.81,5.35,84.11,9.63,3.86,9.53,8.18,0.18,4.11,9.72,9.82,7.82,4.98,1.04,6.58,8.58,0.84,3.8,Oily
63.12,82.26,6.48,33.69,8.65,8.82,9.09,2.83,71.03,4.72,4.04,7.92,6.95,6.85,3.24,3.56,1.59,1.13,6.82,7.21,1.73,80.5,3.05,7.77,Combination
81.24,35.96,7.39,30.72,1.15,0.27,9.45,2.9,29.27,4.24,7.22,0.5,9.76,3.53,1.01,0.06,7.42,2.69,8.77,5.68,2.06,19.41,4.54,7.79,Sensitive
87.01,81.06,4.74,32.06,1.29,6.76,5.34,8.36,86.69,6.94,3.89,3.86,0.99,1.46,9.86,7.7,0.4,0.17,0.56,4.2,8.16,78.84,1.19,8.67,Oily
90.75,71.79,5.74,35.23,2.48,3.62,8.09,3.85,56.1,5.38,7.85,2.44,5.05,6.23,5.35,1.87,6.29,6.03,3.2,5.65,6.37,71.31,4.38,8.58,Combination
84.28,84.52,5.34,31.62,8.34,6.96,8.72,0.93,97.83,8.47,7.68,6.34,8.02,4.81,1.81,9.79,2.86,0.46,5.67,9.38,5.78,10.68,1.72,5.6,Oily
72.02,52.34,7.37,31.3,8.66,5.51,4.41,7.87,30.72,5.56,3.15,3.14,1.63,0.13,8.33,7.88,4.92,4.4,2.54,8.28,5.48,41.6,4.44,6.58,Normal
17.31,39.54,5.4,31.58,4.64,2.2,6.53,3.09,55.63,5.13,6.01,5.39,3.58,4.6,2.67,6.05,3.87,1.26,6.08,8.33,7.46,29.13,2.59,6.62,Sensitive
50.94,59.06,6.81,34.33,7.5,6.96,9.22,7.99,59.61,5.04,5.57,9.65,1.71,5.35,2.89,2.23,5.18,0.25,6.5,7.37,9.79,27.45,4.87,8.94,Sensitive
24.01,30.13,5.27,34.44,7.1,0.75,9.11,9.0,24.23,9.78,1.15,3.9,5.3,9.77,9.19,5.03,2.31,3.32,6.75,2.19,4.6,68.05,2.3,8.5,Sensitive
104.77,44.56,4.63,33.2,9.19,2.76,1.32,4.28,96.73,7.12,1.24,1.9,9.8,3.88,8.02,3.69,4.22,0.95,7.18,2.28,2.7,67.23,1.75,6.5,Sensitive
42.36,53.04,6.65,33.19,2.14,7.09,3.79,4.52,96.58,7.17,9.45,2.2,1.3,9.77,0.74,9.96,1.63,5.11,2.4,1.57,3.89,36.72,2.92,3.42,Sensitive
105.67,65.53,5.46,34.44,8.6,0.78,7.72,4.66,47.97,0.33,4.29,0.4,6.83,5.9,0.79,7.8,0.23,0.18,7.77,2.14,4.88,11.5,2.16,3.82,Combination
50.85,63.0,4.29,31.74,7.39,9.05,7.03,8.08,60.04,7.84,6.92,2.68,1.13,6.5,0.38,0.16,2.32,4.31,5.97,4.8,9.39,53.06,5.0,3.4,Sensitive
104.29,45.27,5.98,30.92,9.06,8.65,9.67,3.7,42.22,9.0,0.7,4.25,6.2,4.4,3.85,2.09,4.32,4.59,1.46,8.19,8.25,57.78,4.13,8.02,Sensitive
119.11,15.27,5.5,36.28,4.65,8.93,4.27,9.04,33.4,0.32,8.64,8.7,2.29,8.61,4.32,5.78,0.63,5.93,2.4,3.95,1.96,76.8,3.85,8.25,Oily
67.25,28.75,7.01,30.16,1.91,9.32,8.3,1.79,23.54,5.57,3.33,4.54,3.66,6.1,2.14,3.29,5.71,0.59,5.62,4.15,8.73,61.32,3.67,3.29,Normal
61.34,59.97,4.47,34.99,7.69,8.85,1.24,0.63,29.74,0.97,8.64,3.81,9.55,9.12,9.34,8.19,2.93,7.64,3.36,0.55,4.75,51.19,1.93,6.05,Combination
48.06,31.0,6.67,31.11,2.34,0.95,5.75,0.56,52.77,5.76,5.88,0.38,8.86,7.68,4.34,2.14,7.84,4.14,6.93,8.72,4.18,25.65,2.75,5.35,Dry
60.01,78.5,4.5,35.8,1.49,1.53,5.79,8.42,84.89,5.83,0.33,0.76,8.87,6.65,6.96,9.02,7.1,2.75,8.16,4.76,2.97,12.72,3.65,5.92,Combination
98.84,69.73,5.3,35.1,6.29,3.73,4.23,2.9,48.8,5.82,5.72,0.26,9.2,3.06,4.14,6.48,8.94,6.37,4.52,7.6,3.54,14.32,3.87,4.26,Combination
90.71,27.1,6.52,34.86,1.02,5.2,9.89,0.93,73.91,4.92,8.26,4.73,4.82,0.15,2.14,1.02,3.63,2.66,4.81,3.55,0.92,31.13,2.48,3.31,Sensitive
83.41,51.11,4.71,35.99,5.15,2.84,5.38,4.01,75.65,7.49,8.88,7.68,5.99,4.39,4.09,9.84,0.9,3.03,3.55,5.49,5.26,19.68,2.8,8.66,Sensitive
70.58,54.62,6.65,30.33,4.49,1.91,7.62,1.52,89.77,8.88,0.06,9.94,6.39,1.78,0.72,4.75,4.13,5.34,3.38,1.79,8.92,95.49,2.6,4.69,Sensitive
37.2,45.57,6.7,30.19,7.26,6.15,8.11,5.26,23.69,4.33,6.87,9.37,0.91,8.94,6.96,1.17,0.83,1.24,1.46,8.78,2.43,23.13,0.55,8.21,Sensitive
18.07,37.31,4.04,32.48,7.22,6.54,9.29,7.06,27.68,5.67,1.05,3.34,0.06,6.36,9.05,5.7,4.67,1.0,5.98,8.44,4.8,78.94,1.07,5.48,Normal
24.08,62.81,6.27,30.77,3.76,8.02,4.65,4.43,24.41,0.64,9.2,5.51,9.1,5.67,9.8,3.05,0.64,3.88,3.4,3.21,1.55,94.39,3.92,5.7,Sensitive
69.26,37.86,6.13,32.33,4.45,2.41,9.62,8.3,75.82,8.7,1.55,2.73,5.88,9.77,8.51,2.98,0.39,3.19,6.39,6.01,4.98,55.87,1.02,7.41,Sensitive
88.05,48.02,5.59,31.17,1.53,4.63,4.21,4.6,99.58,7.03,8.46,9.39,3.55,6.4,1.35,8.59,4.14,4.18,9.12,8.08,2.19,32.33,2.03,6.75,Sensitive
46.66,36.78,6.27,33.57,8.27,7.57,6.59,2.35,71.91,1.5,2.28,1.42,7.69,6.87,2.71,1.44,0.85,4.71,5.0,2.86,3.49,86.53,1.52,8.72,Normal
30.48,70.66,4.33,33.62,7.56,2.94,8.24,4.14,47.86,0.11,8.78,9.07,5.6,3.92,2.75,0.87,4.25,7.62,9.96,1.77,7.53,72.28,4.25,4.93,Sensitive
11.77,83.48,6.16,33.22,9.44,3.67,5.9,9.85,36.63,1.87,3.34,1.54,1.07,7.78,9.85,2.52,6.77,2.63,3.36,9.5,2.81,55.9,4.95,5.06,Normal
23.55,69.19,6.93,34.19,2.43,3.16,4.67,1.49,63.79,9.02,8.31,6.18,8.8,5.3,3.01,2.38,5.08,5.98,4.23,1.6,2.39,69.75,0.97,4.49,Sensitive
90.34,31.85,6.24,31.52,8.66,9.65,8.07,4.77,77.52,6.88,8.79,5.23,8.87,9.39,4.66,3.54,1.35,4.15,3.44,7.85,3.9,79.32,3.39,8.37,Sensitive
47.17,71.35,6.51,30.83,6.23,0.59,5.57,5.37,47.03,3.08,9.11,4.42,5.79,4.41,6.72,8.86,8.53,9.76,6.67,0.88,7.6,3.27,4.82,8.11,Sensitive
10.03,19.49,5.79,32.53,2.74,6.1,2.54,5.91,86.6,5.56,0.87,7.88,0.88,7.41,6.02,2.0,5.91,8.71,4.82,2.74,9.42,79.93,2.27,3.08,Sensitive
106.64,26.26,5.97,35.89,5.47,6.28,7.97,6.03,60.44,0.01,6.55,5.99,2.66,4.39,4.93,7.61,6.63,1.72,1.1,8.21,4.47,92.85,2.63,5.27,Oily
70.78,83.23,5.25,32.11,5.12,4.81,5.56,5.62,73.43,2.17,8.13,8.08,7.25,4.74,6.8,4.4,3.22,7.99,5.4,6.87,3.49,42.85,1.15,6.14,Combination
14.66,56.37,7.16,34.72,8.14,5.86,6.51,7.55,24.09,3.54,8.02,9.55,4.99,5.87,5.2,6.47,7.72,6.41,6.44,1.74,5.86,42.55,3.87,7.28,Sensitive
98.31,47.78,4.61,31.52,9.64,7.84,6.31,7.14,90.07,7.75,9.4,3.89,2.24,1.62,4.25,9.9,8.87,9.12,4.89,3.85,6.87,84.74,0.83,7.04,Oily
56.44,73.63,4.78,32.33,4.83,7.06,2.97,4.25,60.66,9.96,4.84,7.93,9.35,4.58,7.81,2.14,3.49,4.68,6.46,2.96,0.63,94.6,0.77,7.03,Sensitive
14.92,82.66,4.69,32.28,1.44,4.59,6.56,7.71,34.81,2.14,9.49,6.02,6.91,2.72,2.86,8.48,3.04,2.67,0.83,4.4,5.57,70.99,2.34,7.78,Sensitive
113.97,34.74,5.55,30.09,3.98,9.52,3.91,9.06,52.27,7.91,9.97,2.9,9.14,1.38,5.49,3.18,3.89,3.92,7.29,8.58,7.59,14.23,0.81,3.15,Dry
30.75,76.26,4.94,33.22,3.63,2.68,3.71,3.01,89.57,3.35,7.97,2.6,5.36,5.92,1.88,5.7,8.06,2.29,3.13,5.18,8.05,73.96,4.78,7.46,Sensitive
10.03,68.89,5.73,30.5,3.41,8.12,5.56,4.1,64.64,4.81,5.32,4.86,5.23,7.01,4.88,8.82,7.86,5.48,4.89,7.88,9.81,21.9,3.59,8.07,Normal
43.67,20.12,7.23,36.05,1.58,6.81,6.44,9.17,96.08,4.96,1.65,4.22,0.0,0.16,7.09,4.95,7.3,3.2,4.66,3.62,0.17,99.16,3.91,8.07,Normal
91.21,61.47,6.03,33.5,6.56,4.78,0.27,4.67,22.26,8.19,2.79,1.02,2.8,8.51,2.11,2.83,9.01,8.03,2.12,6.83,3.95,87.58,1.71,8.97,Combination
86.96,29.58,6.45,30.39,8.31,8.51,2.71,7.43,89.4,0.45,9.24,7.56,6.8,3.07,4.4,6.95,9.18,8.74,2.56,6.55,8.14,34.92,2.8,3.14,Oily
103.83,36.3,4.89,34.66,1.84,3.16,3.72,6.79,94.24,3.9,8.25,5.08,6.83,6.57,8.05,9.67,2.8,1.82,8.66,2.13,8.72,0.47,0.67,6.38,Sensitive
114.78,78.09,4.91,33.25,8.97,7.53,3.61,1.92,81.03,1.94,9.65,1.99,5.81,4.88,1.63,5.91,5.25,3.02,8.68,8.74,5.7,23.02,3.41,7.18,Oily
61.29,38.02,6.86,36.07,1.14,2.68,4.87,1.46,66.06,8.89,0.06,5.32,4.74,4.78,2.51,2.17,4.05,7.55,3.8,1.99,0.49,64.28,3.89,7.08,Sensitive
56.76,33.57,4.5,33.63,7.75,5.2,7.28,5.32,53.8,5.54,4.56,2.75,2.35,0.12,0.89,6.03,8.36,1.49,8.11,6.04,0.91,55.5,3.3,5.27,Dry
44.61,50.42,7.16,31.86,6.32,1.21,0.01,9.79,74.87,4.98,2.82,0.34,2.98,9.31,6.28,8.62,0.64,2.99,4.96,4.29,7.86,60.99,2.73,4.55,Normal
87.72,53.67,4.5,31.17,4.4,6.63,7.79,7.39,20.84,6.29,9.23,3.46,0.14,6.02,9.19,9.99,3.8,9.3,9.29,7.88,7.02,22.59,3.28,6.96,Oily
92.05,50.42,6.42,32.81,1.02,3.63,3.06,3.68,41.18,5.73,6.9,3.82,0.98,6.0,0.04,1.96,2.13,3.38,9.34,7.03,0.98,26.23,4.51,7.06,Sensitive
64.97,19.51,5.44,31.45,8.66,1.04,7.42,2.04,31.77,8.64,0.08,2.57,0.18,1.94,6.65,4.95,0.78,7.04,4.49,5.36,4.05,6.14,3.39,3.83,Sensitive
18.91,69.09,4.86,34.41,9.04,7.48,8.53,8.23,96.0,5.33,4.3,7.9,0.25,0.52,8.68,6.1,8.45,3.86,3.87,4.07,6.35,85.32,2.75,3.8,Sensitive
109.47,49.31,5.81,36.44,8.24,3.28,6.08,7.13,48.18,6.13,5.08,5.55,7.77,9.34,5.72,3.7,8.31,4.39,3.84,1.76,4.58,1.38,2.16,7.48,Normal
86.06,78.79,5.39,30.42,5.59,7.38,3.89,3.37,97.47,4.48,1.48,6.79,7.67,6.2,2.48,3.44,3.88,2.29,0.92,3.99,3.46,38.7,2.99,7.74,Combination
110.46,71.76,4.04,31.93,9.21,5.87,9.37,0.88,91.43,3.46,1.2,0.67,0.67,3.83,3.83,4.96,8.87,6.8,0.41,4.25,8.58,78.12,3.35,8.44,Combination
64.68,81.61,6.64,33.8,5.26,9.08,5.94,6.79,34.19,9.96,5.56,9.32,2.28,8.64,1.88,0.91,0.88,0.19,4.91,4.5,1.6,83.18,0.62,6.35,Combination
119.16,84.13,5.74,31.6,8.09,6.78,2.25,3.0,32.95,6.15,9.96,5.11,0.48,9.65,6.44,5.12,8.49,9.44,2.8,1.63,0.09,83.92,4.32,7.1,Oily
101.71,67.33,7.48,33.23,6.71,9.23,9.86,9.42,44.52,6.57,3.02,8.86,4.55,7.11,7.37,1.73,4.22,8.05,4.98,1.76,3.63,77.91,3.64,7.07,Combination
73.74,16.38,5.49,36.41,8.17,4.07,0.46,0.29,93.63,7.23,9.95,1.44,2.82,5.31,1.16,2.89,2.3,8.13,0.18,2.96,2.31,91.93,2.65,5.45,Sensitive
118.27,25.59,5.36,31.66,3.0,2.47,2.03,9.47,86.82,9.85,9.82,5.24,5.27,7.22,2.87,6.4,9.88,4.44,2.47,2.76,2.49,30.44,4.56,8.68,Sensitive
106.66,81.08,5.48,35.6,7.76,4.56,6.65,8.54,50.69,8.58,1.68,2.23,6.91,9.07,0.05,8.18,9.93,4.47,5.86,0.87,8.41,32.53,1.96,6.12,Combination
61.77,63.64,6.84,32.98,3.24,1.52,8.1,2.32,44.91,9.37,4.01,9.55,4.08,8.07,3.41,3.87,1.86,0.85,6.22,0.61,7.33,48.25,3.43,6.17,Combination
30.33,86.02,6.5,34.03,2.26,0.34,5.3,4.21,51.56,5.0,6.04,6.51,0.84,2.05,5.29,6.05,2.9,7.48,0.46,0.95,0.51,82.52,4.89,6.4,Sensitive
111.84,51.75,5.54,32.02,7.61,3.38,5.63,9.83,62.73,6.13,8.53,7.87,1.53,5.16,1.3,6.88,1.52,3.75,3.08,3.01,6.23,44.16,2.7,6.5,Sensitive
85.44,59.91,6.44,36.27,4.55,0.95,4.25,4.19,78.04,3.75,6.69,0.27,6.15,8.9,5.54,2.13,0.34,2.02,4.78,3.55,3.33,61.62,1.62,6.81,Combination
13.53,56.49,5.11,30.55,5.14,7.34,5.94,1.74,25.49,3.95,8.91,7.55,4.7,9.68,2.96,7.1,3.68,0.91,6.7,8.81,4.3,53.5,4.06,5.62,Sensitive
113.66,84.56,6.94,33.68,3.52,3.37,0.33,2.37,33.86,5.32,5.29,2.12,5.02,3.78,5.12,0.6,3.21,8.4,1.16,8.22,8.28,77.31,2.64,5.6,Combination
16.84,28.05,6.0,36.44,3.67,2.53,9.6,6.72,78.31,2.39,9.89,9.17,7.09,8.05,9.96,0.8,4.07,1.76,0.0,9.0,3.98,81.07,2.1,3.61,Sensitive
83.66,48.18,4.11,34.78,7.45,8.91,8.73,0.31,42.44,9.66,0.81,1.94,0.64,9.4,3.24,7.99,6.22,0.21,6.96,8.76,3.31,18.14,0.76,5.63,Oily
77.24,84.36,6.37,32.45,4.06,3.82,9.32,8.22,55.66,7.12,6.25,1.56,6.6,7.85,3.26,9.09,8.72,4.77,5.89,0.43,5.75,26.79,1.22,6.64,Combination
86.81,60.0,4.17,32.82,5.51,6.57,5.2,0.0,57.06,2.17,5.55,8.86,8.23,9.26,7.0,7.21,8.92,8.5,8.4,6.98,8.58,4.51,1.74,3.87,Oily
110.71,77.35,5.29,30.54,6.49,6.77,2.03,1.71,39.67,7.05,2.33,9.83,1.22,8.39,0.36,0.93,2.69,1.36,3.64,1.93,9.87,72.17,4.35,5.79,Combination
89.8,35.68,5.64,30.52,1.8,1.69,6.82,0.02,22.31,2.34,0.39,5.56,8.4,1.02,8.12,2.05,4.57,9.69,6.29,1.64,0.82,29.35,4.61,4.89,Normal
67.29,28.97,5.59,33.69,7.66,0.03,3.14,6.85,82.62,9.32,7.47,2.21,5.15,1.2,6.53,8.84,6.44,8.45,4.43,1.35,0.64,20.39,2.02,8.58,Sensitive
86.02,47.38,5.7,36.01,2.44,1.33,2.58,2.99,59.82,7.18,9.38,5.38,6.42,6.08,0.31,1.3,4.15,1.05,4.98,5.58,4.35,37.82,4.1,4.53,Sensitive
111.33,37.27,5.51,32.79,6.86,2.84,4.54,5.06,75.86,9.95,1.68,1.48,3.51,2.08,2.94,4.29,4.1,9.59,1.13,2.49,0.63,17.74,2.21,7.92,Sensitive
116.47,80.07,4.39,35.58,4.35,4.42,7.4,8.7,82.22,6.92,0.61,1.68,1.46,7.0,5.73,4.53,8.93,6.92,7.25,5.56,6.48,15.79,0.51,6.8,Combination
113.77,52.43,5.35,36.06,4.02,7.83,8.66,8.68,25.89,0.04,5.44,0.8,0.64,6.97,3.34,4.68,5.7,7.99,8.53,8.9,5.8,68.58,4.86,4.87,Normal
104.29,63.53,4.31,34.22,7.97,2.37,8.54,3.28,31.62,1.17,2.85,4.25,5.4,1.58,5.8,5.73,3.13,7.83,7.58,3.53,8.57,25.81,3.71,7.28,Combination
11.88,59.48,4.47,34.36,2.06,4.6,3.45,3.75,58.18,9.43,0.79,2.98,7.99,3.94,5.26,1.54,5.94,0.28,3.21,8.04,5.27,2.63,4.71,8.98,Sensitive
88.16,59.92,4.06,31.6,4.33,5.98,0.65,3.28,98.45,2.17,0.45,1.89,0.13,2.57,9.42,3.51,5.53,8.19,5.97,1.36,4.71,56.43,3.69,6.9,Combination
27.27,85.48,4.51,31.75,2.77,4.65,1.08,8.54,33.48,0.06,1.12,8.45,6.16,1.64,0.96,7.7,3.28,3.5,3.36,8.09,4.61,99.27,2.82,3.02,Sensitive
83.16,20.0,5.32,30.98,6.85,3.5,0.46,7.24,39.41,8.74,8.73,1.23,2.24,7.97,3.14,3.24,6.44,6.28,5.16,9.34,4.43,85.54,4.43,7.37,Sensitive
119.35,43.65,6.92,31.2,9.28,9.4,5.53,2.94,68.81,7.37,3.05,3.76,2.96,7.04,3.32,5.7,1.63,0.88,1.69,9.9,8.28,86.01,2.04,5.24,Oily
16.59,28.69,6.3,34.03,4.09,4.02,1.7,8.41,87.83,3.95,0.85,0.97,5.22,8.61,5.24,6.24,3.36,7.53,3.22,5.2,4.69,13.62,2.33,8.75,Normal
65.99,23.7,6.12,35.14,2.62,1.93,7.45,7.73,50.39,6.48,5.73,3.41,5.0,9.68,4.91,5.46,1.47,2.76,7.52,0.59,9.9,95.46,0.94,4.57,Normal
112.6,87.18,4.09,35.07,5.41,6.3,3.16,6.41,38.98,0.92,6.15,5.85,4.51,4.65,7.89,7.39,8.5,7.47,8.9,2.65,4.31,43.15,2.67,3.66,Oily
73.61,28.31,5.49,34.73,3.01,2.47,1.29,4.72,33.53,3.86,4.4,6.43,3.46,5.35,2.04,6.67,0.85,9.92,2.07,3.24,2.06,48.05,4.57,3.33,Sensitive
60.63,76.8,4.17,31.55,9.46,2.9,9.89,5.59,44.23,4.83,5.88,5.38,4.67,7.1,3.18,4.98,1.32,5.72,6.17,2.45,0.54,30.35,2.36,5.04,Combination
110.11,19.36,4.98,35.36,3.62,9.74,2.31,0.53,78.28,7.02,5.58,8.83,0.47,5.45,6.23,2.3,8.06,8.46,1.2,3.68,3.58,71.31,4.39,3.75,Sensitive
56.08,65.23,4.08,35.47,4.01,0.19,3.18,7.02,28.64,6.25,4.01,7.66,8.99,8.52,3.44,9.8,2.41,7.26,5.03,2.95,5.15,13.44,1.75,4.73,Sensitive
11.66,79.82,4.12,31.36,7.5,5.41,7.96,4.84,85.23,0.26,3.61,2.47,1.8,2.73,3.77,9.84,5.83,0.78,4.91,6.94,0.12,31.09,4.07,4.86,Normal
112.25,74.26,7.06,34.66,9.94,4.72,6.35,9.72,37.19,6.23,7.58,6.91,0.83,2.65,0.09,1.56,4.83,0.46,3.14,9.93,3.23,94.34,2.26,5.53,Combination
84.01,18.01,6.8,31.6,8.0,2.91,9.6,4.55,75.31,5.89,0.5,1.87,3.69,2.83,8.35,1.12,1.9,6.54,3.07,8.3,1.97,65.02,1.52,6.59,Normal
55.42,71.33,4.14,31.52,5.19,6.77,4.57,6.01,63.46,4.07,9.68,5.01,1.96,7.01,3.29,2.84,8.67,6.5,4.66,7.3,3.73,47.62,2.67,6.44,Sensitive
35.73,66.02,5.68,35.48,9.43,9.6,0.19,7.73,42.58,6.1,0.45,1.49,3.69,8.21,1.73,4.41,7.45,5.09,2.61,4.71,2.57,87.28,4.61,6.53,Normal
81.35,35.71,7.24,35.62,6.47,2.29,4.46,9.32,21.33,2.86,8.78,9.43,1.68,1.78,3.22,9.57,6.99,3.59,2.71,0.7,4.72,21.67,2.2,7.04,Sensitive
40.7,70.8,6.74,31.86,3.77,7.64,5.7,5.02,89.15,5.35,5.6,4.33,2.63,7.01,7.33,9.43,5.96,2.56,8.58,5.82,7.02,18.98,2.14,6.84,Normal
54.18,59.54,4.46,34.67,7.67,9.68,0.64,0.73,68.83,6.59,5.93,6.68,4.92,2.81,6.77,5.82,5.85,4.33,4.0,4.75,1.54,12.57,1.56,4.91,Sensitive
20.84,64.52,7.47,34.28,4.84,4.55,9.82,0.07,20.56,8.73,3.18,3.34,3.98,5.02,1.12,8.71,8.49,0.93,3.19,8.63,4.12,57.94,0.83,6.9,Sensitive
14.06,42.41,4.63,30.18,2.2,9.8,3.2,2.06,87.87,8.23,0.58,4.9,7.34,7.92,4.78,3.75,0.42,6.4,7.41,8.32,5.45,61.45,4.24,6.97,Sensitive
13.59,77.98,7.16,32.73,3.65,4.55,5.32,3.05,76.7,2.6,2.63,9.04,4.81,8.65,1.12,9.87,7.79,4.29,1.78,6.88,6.07,82.37,4.92,8.27,Sensitive
104.8,41.67,4.43,30.47,3.15,6.96,9.5,7.27,26.86,8.87,8.23,3.65,1.57,7.19,9.2,7.97,3.02,2.94,1.84,5.23,4.04,77.78,4.37,8.58,Oily
79.48,72.5,5.17,31.09,8.67,4.89,9.66,0.53,44.84,0.79,5.99,0.95,3.52,8.46,3.55,0.41,4.72,4.28,7.87,0.93,0.62,88.98,0.9,6.24,Combination
61.66,36.2,5.75,34.0,1.17,1.66,6.55,9.11,79.12,6.43,4.03,9.99,4.56,3.65,1.49,2.18,1.83,5.72,4.75,4.55,9.68,24.54,1.86,4.67,Sensitive
62.51,48.85,6.68,33.13,1.32,4.55,7.79,5.42,23.26,0.86,3.99,7.59,9.19,9.76,8.05,1.48,2.4,5.29,0.64,7.98,1.17,62.47,4.63,4.96,Sensitive
62.25,63.37,7.06,35.07,5.41,8.1,5.74,8.59,30.02,0.38,6.39,1.97,7.12,8.95,2.44,0.43,0.32,0.05,0.17,8.45,7.66,61.1,1.58,7.1,Combination
48.67,64.14,5.56,30.34,9.56,2.95,6.4,2.65,47.19,4.88,8.03,9.62,7.1,5.92,2.57,7.35,5.15,8.24,9.48,4.96,0.04,67.79,2.69,8.69,Sensitive
25.19,34.73,6.76,30.27,7.96,0.76,0.22,8.92,63.38,4.21,5.56,8.37,0.55,3.3,4.77,8.28,1.73,6.18,5.22,3.59,5.1,6.26,4.56,5.65,Sensitive
28.73,29.13,7.47,30.05,3.93,3.96,7.23,6.69,29.08,5.81,3.01,0.95,8.63,9.37,6.98,1.83,6.08,0.52,8.34,9.5,9.97,29.41,3.67,6.12,Dry
66.09,46.76,5.84,32.06,9.71,3.76,2.14,7.08,94.83,2.27,4.46,8.89,3.92,0.96,9.63,3.19,5.84,9.82,9.37,6.91,9.76,77.92,3.0,5.48,Sensitive
60.68,17.95,4.37,34.46,3.19,2.02,9.58,9.75,83.85,1.68,6.48,0.17,9.98,5.97,9.1,9.36,0.78,8.0,5.9,9.96,3.68,94.39,4.43,4.0,Sensitive
113.96,67.18,6.18,32.45,7.54,2.42,1.28,8.08,73.06,9.14,9.83,7.99,6.27,8.77,6.65,3.42,6.55,7.0,7.33,1.92,3.45,87.02,2.35,5.25,Combination
104.09,47.14,6.52,31.85,3.77,1.34,5.18,3.42,20.7,9.55,4.08,4.63,0.97,2.63,5.23,3.35,2.23,8.83,8.42,9.21,5.51,22.25,4.73,4.27,Sensitive
118.69,89.26,4.7,33.11,7.98,5.51,3.11,2.05,63.48,5.58,3.0,9.56,8.32,9.45,4.84,2.45,2.97,1.88,6.36,7.94,8.53,73.31,4.52,6.81,Combination
74.04,19.61,5.84,36.13,9.36,3.68,0.27,5.98,28.84,1.75,2.21,7.83,6.69,2.11,0.94,3.33,3.72,1.6,5.43,5.47,4.55,83.52,1.37,8.54,Sensitive
35.36,88.3,4.54,35.73,6.92,9.18,4.45,8.27,70.42,4.07,0.71,5.45,8.85,7.94,2.42,5.74,3.57,2.02,9.32,4.45,5.5,64.88,2.65,4.9,Normal
42.11,82.2,4.92,32.46,6.74,2.23,5.78,0.31,72.83,9.89,5.42,1.13,7.1,6.82,9.19,1.61,1.74,2.55,7.31,3.54,1.57,55.62,2.96,5.92,Sensitive
114.33,49.03,7.07,30.44,4.74,8.69,1.51,4.43,30.62,6.14,0.49,4.94,0.17,9.05,5.16,9.15,9.31,0.55,8.59,7.2,3.27,11.34,1.87,5.04,Oily
66.35,88.92,4.34,32.24,8.39,3.82,5.27,2.76,83.12,5.56,4.28,0.17,5.33,8.77,5.56,1.97,1.99,0.83,0.82,7.61,2.95,25.18,2.49,4.67,Combination
35.91,69.05,6.04,36.01,8.02,0.93,0.51,2.36,87.66,9.35,5.25,8.3,8.89,4.26,1.42,9.43,1.68,5.11,8.99,0.82,3.85,59.75,2.6,6.41,Sensitive
42.87,19.26,7.01,33.34,2.98,8.77,1.23,7.87,64.84,0.06,1.85,9.34,4.96,4.64,4.77,0.13,0.66,6.84,7.97,8.64,0.99,31.0,2.32,8.77,Dry
48.82,86.05,5.89,34.6,8.01,4.17,7.09,3.17,66.95,2.4,7.71,9.11,5.27,4.82,5.85,2.5,1.29,2.79,4.75,6.16,4.35,13.64,2.73,5.62,Sensitive
18.65,70.84,4.37,34.27,8.09,8.79,7.87,9.92,33.91,4.93,0.47,6.48,7.37,0.1,6.29,7.86,0.75,4.81,9.91,9.81,3.7,37.61,0.56,8.13,Sensitive
18.35,50.42,7.37,34.45,9.35,9.53,4.42,8.68,26.52,9.61,7.51,8.33,4.86,2.98,3.17,9.28,3.41,1.43,2.66,0.37,0.44,5.68,0.79,3.04,Sensitive
35.87,76.48,6.95,34.95,4.16,9.41,6.48,6.67,88.93,6.64,7.18,2.1,8.98,1.15,9.32,6.22,2.08,5.96,1.6,9.58,3.84,10.1,0.93,6.41,Sensitive
